lead_id,lead_stage,event_id,event_type,event_timestamp,event_outcome,days_since_last_contact,days_since_creation,total_emails_sent,total_calls_made,total_meetings,last_email_sentiment,response_rate,next_action_taken
L1906,New,E1906,Demo,2023-03-21 10:00:00,No-show,11,5,22,19,9,Positive,0.77,Close
L1907,New,E1907,Meeting,2023-03-21 11:00:00,Replied,11,59,10,14,2,Neutral,0.96,Close
L1908,New,E1908,Meeting,2023-03-21 12:00:00,No-show,2,68,4,2,9,Positive,0.26,Wait
L1909,Qualified,E1909,Call,2023-03-21 13:00:00,Replied,6,9,8,5,8,Positive,0.84,Email
L1910,Qualified,E1910,Email,2023-03-21 14:00:00,Opened,5,93,2,7,7,Positive,0.61,Email
L1911,Qualified,E1911,Meeting,2023-03-21 15:00:00,Replied,7,22,29,15,2,Neutral,0.98,Email
L1912,Qualified,E1912,Meeting,2023-03-21 16:00:00,Opened,12,27,7,14,7,Neutral,0.95,Call
L1913,Proposal,E1913,Call,2023-03-21 17:00:00,Opened,4,10,5,12,3,Positive,0.97,Call
L1914,Proposal,E1914,Meeting,2023-03-21 18:00:00,No-show,1,80,3,19,5,Negative,0.95,Close
L1915,Qualified,E1915,Email,2023-03-21 19:00:00,No-show,8,106,11,14,9,Neutral,0.01,Email
L1916,Proposal,E1916,Call,2023-03-21 20:00:00,No-show,13,106,11,17,1,Neutral,0.74,Call
L1917,New,E1917,Email,2023-03-21 21:00:00,Replied,10,61,24,12,7,Neutral,0.27,Close
L1918,New,E1918,Email,2023-03-21 22:00:00,No-show,7,51,20,7,8,Neutral,0.71,Wait
L1919,New,E1919,Call,2023-03-21 23:00:00,Opened,5,10,15,13,6,Positive,0.98,Wait
L1920,Qualified,E1920,Meeting,2023-03-22 00:00:00,No-show,12,6,9,10,7,Negative,0.04,Email
L1921,New,E1921,Email,2023-03-22 01:00:00,No-show,9,62,21,5,6,Negative,0.57,Wait
L1922,Proposal,E1922,Email,2023-03-22 02:00:00,Replied,6,113,13,0,9,Negative,0.73,Wait
L1923,Qualified,E1923,Email,2023-03-22 03:00:00,Replied,8,5,12,1,3,Negative,0.25,Wait
L1924,Proposal,E1924,Email,2023-03-22 04:00:00,Opened,6,70,8,12,0,Positive,0.23,Close
L1925,New,E1925,Call,2023-03-22 05:00:00,Replied,2,63,6,0,2,Neutral,0.06,Wait
L1926,New,E1926,Call,2023-03-22 06:00:00,No-show,5,56,11,3,6,Neutral,0.09,Wait
L1927,New,E1927,Demo,2023-03-22 07:00:00,Replied,10,59,4,1,6,Positive,0.66,Close
L1928,Qualified,E1928,Demo,2023-03-22 08:00:00,Opened,12,63,17,19,2,Neutral,0.51,Call
L1929,Proposal,E1929,Email,2023-03-22 09:00:00,No-show,10,111,3,15,0,Positive,0.03,Close
L1930,Qualified,E1930,Meeting,2023-03-22 10:00:00,Opened,6,89,1,2,9,Negative,0.97,Call
L1931,Qualified,E1931,Email,2023-03-22 11:00:00,Replied,1,59,2,16,8,Positive,0.66,Close
L1932,New,E1932,Meeting,2023-03-22 12:00:00,Replied,2,51,25,4,5,Neutral,0.52,Email
L1933,Qualified,E1933,Email,2023-03-22 13:00:00,Opened,3,50,11,7,6,Neutral,0.27,Wait
L1934,Qualified,E1934,Demo,2023-03-22 14:00:00,No-show,9,4,2,11,0,Neutral,0.66,Call
L1935,New,E1935,Demo,2023-03-22 15:00:00,Replied,5,104,3,11,0,Negative,0.36,Close
L1936,Qualified,E1936,Meeting,2023-03-22 16:00:00,Replied,0,48,5,0,3,Positive,0.7,Call
L1937,New,E1937,Email,2023-03-22 17:00:00,No-show,8,32,11,0,6,Positive,0.68,Call
L1938,New,E1938,Meeting,2023-03-22 18:00:00,Replied,4,51,18,14,7,Neutral,0.09,Wait
L1939,New,E1939,Demo,2023-03-22 19:00:00,Opened,12,52,9,16,9,Positive,0.91,Call
L1940,New,E1940,Email,2023-03-22 20:00:00,Replied,11,99,29,1,8,Neutral,0.49,Close
L1941,Qualified,E1941,Email,2023-03-22 21:00:00,Replied,13,74,0,16,0,Positive,0.39,Email
L1942,New,E1942,Meeting,2023-03-22 22:00:00,No-show,6,34,16,19,3,Negative,0.96,Email
L1943,New,E1943,Call,2023-03-22 23:00:00,Opened,8,36,15,8,3,Negative,0.44,Wait
L1944,Qualified,E1944,Meeting,2023-03-23 00:00:00,No-show,8,70,8,11,2,Positive,0.72,Close
L1945,Qualified,E1945,Demo,2023-03-23 01:00:00,Replied,0,43,24,3,6,Negative,0.66,Close
L1946,Proposal,E1946,Demo,2023-03-23 02:00:00,Replied,14,110,20,12,0,Negative,0.17,Email
L1947,Qualified,E1947,Demo,2023-03-23 03:00:00,No-show,0,16,8,3,8,Negative,0.99,Close
L1948,Qualified,E1948,Demo,2023-03-23 04:00:00,No-show,2,59,26,6,7,Neutral,0.46,Call
L1949,Proposal,E1949,Demo,2023-03-23 05:00:00,No-show,5,53,22,13,1,Positive,0.39,Wait
L1950,Qualified,E1950,Call,2023-03-23 06:00:00,Opened,1,19,8,8,1,Positive,0.92,Email
L1951,Qualified,E1951,Email,2023-03-23 07:00:00,Replied,9,98,11,0,7,Neutral,0.53,Wait
L1952,Qualified,E1952,Meeting,2023-03-23 08:00:00,No-show,11,89,22,0,0,Neutral,0.71,Call
L1953,Qualified,E1953,Meeting,2023-03-23 09:00:00,Replied,10,95,8,19,6,Negative,0.85,Email
L1954,Proposal,E1954,Demo,2023-03-23 10:00:00,Opened,0,113,14,3,8,Positive,0.24,Close
L1955,Qualified,E1955,Meeting,2023-03-23 11:00:00,Opened,0,41,1,0,2,Neutral,0.17,Close
L1956,Qualified,E1956,Demo,2023-03-23 12:00:00,Opened,12,81,10,9,6,Negative,0.07,Call
L1957,Proposal,E1957,Call,2023-03-23 13:00:00,Opened,4,47,10,1,5,Positive,0.9,Email
L1958,New,E1958,Call,2023-03-23 14:00:00,Replied,3,94,7,14,6,Negative,0.2,Wait
L1959,Proposal,E1959,Email,2023-03-23 15:00:00,Opened,0,103,22,2,6,Positive,0.31,Email
L1960,New,E1960,Call,2023-03-23 16:00:00,Opened,3,54,5,8,9,Negative,0.29,Close
L1961,Proposal,E1961,Call,2023-03-23 17:00:00,No-show,2,55,20,16,0,Positive,0.3,Email
L1962,Proposal,E1962,Email,2023-03-23 18:00:00,Opened,1,95,19,12,2,Positive,0.67,Email
L1963,Qualified,E1963,Meeting,2023-03-23 19:00:00,No-show,8,19,6,2,9,Positive,0.95,Close
L1964,New,E1964,Demo,2023-03-23 20:00:00,Opened,13,62,2,3,0,Positive,0.33,Close
L1965,Qualified,E1965,Demo,2023-03-23 21:00:00,Opened,14,99,7,3,4,Negative,0.41,Wait
L1966,New,E1966,Meeting,2023-03-23 22:00:00,No-show,10,93,17,10,2,Neutral,0.77,Email
L1967,Proposal,E1967,Email,2023-03-23 23:00:00,Opened,0,59,16,6,0,Positive,0.43,Close
L1968,Proposal,E1968,Meeting,2023-03-24 00:00:00,Replied,6,65,10,10,1,Positive,0.93,Call
L1969,New,E1969,Call,2023-03-24 01:00:00,Replied,13,68,1,10,9,Positive,0.5,Close
L1970,Qualified,E1970,Email,2023-03-24 02:00:00,Opened,12,28,24,9,4,Positive,0.35,Wait
L1971,Qualified,E1971,Email,2023-03-24 03:00:00,Replied,3,18,20,4,2,Negative,0.97,Wait
L1972,Qualified,E1972,Email,2023-03-24 04:00:00,No-show,4,26,26,12,5,Neutral,0.43,Call
L1973,Qualified,E1973,Demo,2023-03-24 05:00:00,Opened,9,104,23,11,8,Neutral,0.23,Wait
L1974,Proposal,E1974,Meeting,2023-03-24 06:00:00,Opened,4,19,18,9,5,Neutral,0.18,Email
L1975,Proposal,E1975,Email,2023-03-24 07:00:00,No-show,0,55,6,6,1,Negative,1.0,Wait
L1976,Proposal,E1976,Email,2023-03-24 08:00:00,No-show,5,119,17,18,1,Neutral,0.75,Call
L1977,Proposal,E1977,Email,2023-03-24 09:00:00,No-show,12,57,7,18,7,Negative,0.41,Wait
L1978,Proposal,E1978,Meeting,2023-03-24 10:00:00,Opened,8,6,13,18,7,Negative,0.83,Call
L1979,Qualified,E1979,Demo,2023-03-24 11:00:00,No-show,1,1,6,11,5,Positive,0.55,Wait
L1980,Qualified,E1980,Call,2023-03-24 12:00:00,No-show,6,8,27,19,9,Negative,0.32,Close
L1981,Qualified,E1981,Demo,2023-03-24 13:00:00,Replied,5,97,20,14,6,Neutral,0.74,Call
L1982,Qualified,E1982,Email,2023-03-24 14:00:00,Replied,4,51,27,4,0,Neutral,0.75,Wait
L1983,Proposal,E1983,Demo,2023-03-24 15:00:00,Opened,3,107,26,13,8,Neutral,0.5,Email
L1984,Proposal,E1984,Demo,2023-03-24 16:00:00,Replied,3,85,3,11,4,Positive,0.05,Call
L1985,Proposal,E1985,Call,2023-03-24 17:00:00,Replied,5,88,16,10,8,Positive,0.08,Call
L1986,New,E1986,Meeting,2023-03-24 18:00:00,No-show,3,25,4,4,1,Positive,0.79,Wait
L1987,Qualified,E1987,Meeting,2023-03-24 19:00:00,No-show,4,47,11,15,7,Negative,0.82,Close
L1988,Qualified,E1988,Demo,2023-03-24 20:00:00,Replied,12,55,8,17,6,Neutral,0.68,Close
L1989,Proposal,E1989,Demo,2023-03-24 21:00:00,Replied,5,64,25,11,3,Negative,0.84,Wait
L1990,Qualified,E1990,Meeting,2023-03-24 22:00:00,Replied,4,107,19,4,2,Negative,0.72,Wait
L1991,Qualified,E1991,Meeting,2023-03-24 23:00:00,Opened,6,83,12,15,3,Neutral,0.9,Email
L1992,Proposal,E1992,Call,2023-03-25 00:00:00,Opened,8,93,24,11,3,Positive,0.15,Wait
L1993,New,E1993,Email,2023-03-25 01:00:00,Opened,9,117,27,1,9,Neutral,0.39,Call
L1994,New,E1994,Demo,2023-03-25 02:00:00,Replied,6,10,17,5,9,Negative,0.46,Wait
L1995,New,E1995,Meeting,2023-03-25 03:00:00,Replied,6,56,19,3,7,Negative,0.3,Email
L1996,Proposal,E1996,Demo,2023-03-25 04:00:00,Opened,3,12,8,12,3,Positive,0.73,Wait
L1997,Qualified,E1997,Demo,2023-03-25 05:00:00,Opened,0,33,3,9,4,Negative,0.91,Wait
L1998,Proposal,E1998,Meeting,2023-03-25 06:00:00,Replied,13,71,20,16,1,Negative,0.41,Call
L1999,Proposal,E1999,Call,2023-03-25 07:00:00,No-show,7,17,26,13,3,Neutral,0.94,Close
L2000,Qualified,E2000,Demo,2023-03-25 08:00:00,Opened,3,61,7,14,6,Positive,0.52,Wait
L2001,New,E2001,Call,2023-03-25 09:00:00,Replied,0,10,0,7,2,Neutral,0.52,Email
L2002,New,E2002,Meeting,2023-03-25 10:00:00,Replied,4,31,16,17,0,Neutral,0.6,Wait
L2003,Proposal,E2003,Email,2023-03-25 11:00:00,No-show,13,60,24,2,7,Neutral,0.27,Wait
L2004,New,E2004,Email,2023-03-25 12:00:00,Replied,13,70,8,16,7,Negative,0.38,Call
L2005,Proposal,E2005,Demo,2023-03-25 13:00:00,Replied,7,17,19,6,5,Negative,0.55,Close
L2006,Proposal,E2006,Meeting,2023-03-25 14:00:00,Opened,3,50,12,12,6,Positive,0.94,Close
L2007,Qualified,E2007,Call,2023-03-25 15:00:00,Opened,12,37,1,15,9,Negative,0.64,Close
L2008,Qualified,E2008,Demo,2023-03-25 16:00:00,No-show,11,82,12,4,1,Positive,0.33,Wait
L2009,Qualified,E2009,Meeting,2023-03-25 17:00:00,No-show,7,62,8,3,4,Neutral,0.01,Call
L2010,Proposal,E2010,Meeting,2023-03-25 18:00:00,Replied,7,90,29,9,6,Neutral,0.98,Call
L2011,Qualified,E2011,Call,2023-03-25 19:00:00,Opened,2,113,19,12,8,Negative,0.49,Wait
L2012,New,E2012,Demo,2023-03-25 20:00:00,No-show,8,118,5,9,0,Negative,0.94,Call
L2013,New,E2013,Meeting,2023-03-25 21:00:00,No-show,2,80,27,13,2,Positive,0.55,Close
L2014,Proposal,E2014,Meeting,2023-03-25 22:00:00,No-show,0,72,0,11,5,Negative,0.61,Call
L2015,Proposal,E2015,Meeting,2023-03-25 23:00:00,Replied,1,88,27,0,6,Negative,0.71,Wait
L2016,Qualified,E2016,Call,2023-03-26 00:00:00,Opened,14,77,24,19,5,Negative,0.32,Wait
L2017,Proposal,E2017,Demo,2023-03-26 01:00:00,No-show,5,29,4,19,0,Neutral,0.7,Email
L2018,Proposal,E2018,Demo,2023-03-26 02:00:00,Opened,11,32,2,6,3,Negative,0.53,Email
L2019,New,E2019,Demo,2023-03-26 03:00:00,No-show,9,88,3,8,5,Negative,0.67,Call
L2020,New,E2020,Demo,2023-03-26 04:00:00,No-show,1,80,0,7,7,Neutral,0.84,Call
L2021,Qualified,E2021,Email,2023-03-26 05:00:00,Opened,5,11,13,12,9,Neutral,0.18,Wait
L2022,Proposal,E2022,Email,2023-03-26 06:00:00,Opened,13,96,8,13,3,Neutral,0.61,Email
L2023,Proposal,E2023,Demo,2023-03-26 07:00:00,Opened,0,6,29,11,6,Neutral,0.05,Email
L2024,New,E2024,Call,2023-03-26 08:00:00,Replied,10,35,23,7,2,Negative,0.1,Close
L2025,Proposal,E2025,Email,2023-03-26 09:00:00,No-show,12,33,3,17,7,Negative,0.67,Close
L2026,New,E2026,Meeting,2023-03-26 10:00:00,Replied,0,18,17,15,0,Negative,0.07,Wait
L2027,Qualified,E2027,Email,2023-03-26 11:00:00,Opened,4,37,13,10,3,Positive,0.6,Wait
L2028,New,E2028,Meeting,2023-03-26 12:00:00,No-show,9,13,24,15,7,Neutral,0.22,Wait
L2029,Proposal,E2029,Demo,2023-03-26 13:00:00,Replied,12,74,3,13,9,Negative,0.3,Wait
L2030,Qualified,E2030,Email,2023-03-26 14:00:00,No-show,10,101,24,2,3,Negative,0.13,Email
L2031,New,E2031,Call,2023-03-26 15:00:00,Replied,8,90,9,1,1,Negative,0.25,Wait
L2032,New,E2032,Email,2023-03-26 16:00:00,Opened,13,110,2,2,1,Neutral,0.82,Wait
L2033,Qualified,E2033,Email,2023-03-26 17:00:00,Replied,7,81,22,3,3,Neutral,0.64,Email
L2034,Qualified,E2034,Email,2023-03-26 18:00:00,No-show,2,64,6,4,3,Neutral,0.95,Close
L2035,New,E2035,Demo,2023-03-26 19:00:00,No-show,14,1,9,9,1,Negative,0.05,Wait
L2036,Proposal,E2036,Call,2023-03-26 20:00:00,No-show,2,63,12,19,6,Neutral,0.79,Close
L2037,New,E2037,Email,2023-03-26 21:00:00,No-show,14,89,3,1,5,Negative,0.7,Email
L2038,Qualified,E2038,Call,2023-03-26 22:00:00,Opened,0,34,17,11,2,Positive,0.26,Close
L2039,New,E2039,Demo,2023-03-26 23:00:00,Replied,13,103,10,4,7,Neutral,0.73,Email
L2040,Qualified,E2040,Meeting,2023-03-27 00:00:00,Opened,2,10,24,4,7,Neutral,0.72,Wait
L2041,Qualified,E2041,Email,2023-03-27 01:00:00,Opened,14,84,3,0,0,Negative,0.46,Close
L2042,Proposal,E2042,Call,2023-03-27 02:00:00,Opened,13,7,23,3,2,Neutral,0.69,Wait
L2043,Qualified,E2043,Call,2023-03-27 03:00:00,No-show,11,56,13,11,4,Neutral,0.44,Call
L2044,Qualified,E2044,Demo,2023-03-27 04:00:00,No-show,11,80,17,11,1,Negative,0.34,Call
L2045,Proposal,E2045,Email,2023-03-27 05:00:00,No-show,11,37,7,15,4,Negative,0.47,Close
L2046,Qualified,E2046,Meeting,2023-03-27 06:00:00,Replied,12,29,26,16,9,Negative,0.9,Email
L2047,Proposal,E2047,Call,2023-03-27 07:00:00,No-show,10,12,9,9,2,Positive,0.38,Close
L2048,Proposal,E2048,Email,2023-03-27 08:00:00,Replied,0,17,4,16,8,Negative,0.4,Email
L2049,Qualified,E2049,Meeting,2023-03-27 09:00:00,No-show,7,48,22,16,0,Neutral,0.61,Call
L2050,Qualified,E2050,Call,2023-03-27 10:00:00,No-show,0,84,6,17,3,Positive,0.75,Email
L2051,New,E2051,Call,2023-03-27 11:00:00,Opened,4,26,11,1,9,Negative,0.73,Call
L2052,Proposal,E2052,Meeting,2023-03-27 12:00:00,Opened,8,112,24,3,5,Positive,0.02,Close
L2053,New,E2053,Meeting,2023-03-27 13:00:00,Opened,6,83,2,18,8,Positive,0.69,Wait
L2054,Qualified,E2054,Demo,2023-03-27 14:00:00,Replied,3,111,25,10,2,Neutral,0.45,Wait
L2055,New,E2055,Email,2023-03-27 15:00:00,Replied,10,12,3,16,2,Positive,0.52,Wait
L2056,Proposal,E2056,Email,2023-03-27 16:00:00,No-show,8,21,9,11,4,Negative,0.56,Email
L2057,New,E2057,Demo,2023-03-27 17:00:00,Replied,8,42,3,1,6,Positive,0.73,Wait
L2058,Proposal,E2058,Call,2023-03-27 18:00:00,No-show,1,61,14,5,4,Positive,0.83,Email
L2059,Qualified,E2059,Meeting,2023-03-27 19:00:00,Replied,9,58,28,8,7,Neutral,0.65,Wait
L2060,Qualified,E2060,Meeting,2023-03-27 20:00:00,Replied,9,54,9,4,4,Neutral,0.56,Email
L2061,Proposal,E2061,Meeting,2023-03-27 21:00:00,Replied,10,34,20,19,6,Negative,0.37,Email
L2062,Qualified,E2062,Call,2023-03-27 22:00:00,Opened,11,7,29,8,5,Neutral,0.14,Call
L2063,Qualified,E2063,Meeting,2023-03-27 23:00:00,Replied,5,109,21,7,9,Negative,0.96,Call
L2064,Qualified,E2064,Meeting,2023-03-28 00:00:00,Opened,3,35,15,19,1,Negative,0.46,Close
L2065,Qualified,E2065,Demo,2023-03-28 01:00:00,Opened,7,15,14,7,2,Neutral,0.57,Call
L2066,Proposal,E2066,Call,2023-03-28 02:00:00,Replied,11,65,18,5,3,Positive,0.75,Email
L2067,New,E2067,Email,2023-03-28 03:00:00,No-show,10,90,28,2,4,Neutral,0.07,Call
L2068,New,E2068,Demo,2023-03-28 04:00:00,No-show,6,99,19,4,8,Positive,0.86,Call
L2069,Qualified,E2069,Demo,2023-03-28 05:00:00,No-show,6,25,18,8,5,Positive,0.8,Call
L2070,New,E2070,Email,2023-03-28 06:00:00,Replied,10,106,17,6,0,Negative,0.77,Email
L2071,New,E2071,Demo,2023-03-28 07:00:00,No-show,9,59,25,3,2,Negative,0.02,Email
L2072,Qualified,E2072,Call,2023-03-28 08:00:00,Opened,8,79,11,6,6,Neutral,0.53,Close
L2073,Qualified,E2073,Meeting,2023-03-28 09:00:00,No-show,12,86,24,4,7,Positive,0.05,Call
L2074,New,E2074,Call,2023-03-28 10:00:00,Replied,4,6,15,10,6,Neutral,0.55,Call
L2075,Proposal,E2075,Email,2023-03-28 11:00:00,No-show,5,52,0,14,4,Negative,0.72,Email
L2076,Qualified,E2076,Email,2023-03-28 12:00:00,Opened,0,79,15,1,9,Positive,0.12,Close
L2077,Proposal,E2077,Demo,2023-03-28 13:00:00,Replied,5,88,1,12,7,Neutral,0.69,Close
L2078,New,E2078,Call,2023-03-28 14:00:00,No-show,1,21,23,15,8,Neutral,0.45,Email
L2079,Qualified,E2079,Call,2023-03-28 15:00:00,Replied,5,71,14,6,6,Negative,0.81,Call
L2080,Proposal,E2080,Email,2023-03-28 16:00:00,Replied,8,93,6,7,8,Negative,0.53,Close
L2081,Qualified,E2081,Call,2023-03-28 17:00:00,Replied,7,96,27,5,0,Negative,0.34,Close
L2082,New,E2082,Email,2023-03-28 18:00:00,No-show,8,32,0,6,8,Negative,0.33,Call
L2083,Proposal,E2083,Call,2023-03-28 19:00:00,Replied,12,53,4,17,2,Neutral,0.9,Close
L2084,New,E2084,Call,2023-03-28 20:00:00,No-show,14,59,9,19,5,Negative,0.45,Call
L2085,New,E2085,Call,2023-03-28 21:00:00,Opened,9,69,21,6,7,Negative,0.41,Close
L2086,Qualified,E2086,Email,2023-03-28 22:00:00,No-show,7,62,20,2,2,Neutral,0.04,Close
L2087,Proposal,E2087,Demo,2023-03-28 23:00:00,Opened,2,4,3,4,3,Neutral,0.36,Email
L2088,New,E2088,Call,2023-03-29 00:00:00,No-show,7,86,13,0,6,Positive,0.85,Close
L2089,New,E2089,Email,2023-03-29 01:00:00,Replied,5,18,12,14,6,Neutral,0.76,Call
L2090,Proposal,E2090,Email,2023-03-29 02:00:00,No-show,12,99,0,2,3,Positive,0.22,Close
L2091,New,E2091,Call,2023-03-29 03:00:00,Replied,5,81,15,7,8,Negative,0.41,Email
L2092,New,E2092,Call,2023-03-29 04:00:00,Opened,5,114,22,8,2,Positive,0.2,Close
L2093,Proposal,E2093,Demo,2023-03-29 05:00:00,No-show,2,114,8,14,7,Positive,0.95,Wait
L2094,Proposal,E2094,Email,2023-03-29 06:00:00,Replied,9,56,21,9,7,Negative,0.6,Call
L2095,Proposal,E2095,Email,2023-03-29 07:00:00,Opened,0,24,15,1,3,Negative,0.75,Wait
L2096,Proposal,E2096,Meeting,2023-03-29 08:00:00,Opened,11,66,18,19,6,Negative,0.71,Email
L2097,Qualified,E2097,Email,2023-03-29 09:00:00,No-show,13,13,14,4,3,Positive,0.87,Wait
L2098,Proposal,E2098,Demo,2023-03-29 10:00:00,Opened,3,62,25,18,0,Neutral,0.95,Close
L2099,Qualified,E2099,Meeting,2023-03-29 11:00:00,Replied,9,54,13,12,0,Neutral,0.03,Call
L2100,Qualified,E2100,Meeting,2023-03-29 12:00:00,Opened,11,15,19,10,0,Neutral,0.98,Wait
L2101,Qualified,E2101,Meeting,2023-03-29 13:00:00,Opened,5,69,9,0,1,Negative,0.87,Close
L2102,New,E2102,Call,2023-03-29 14:00:00,Replied,10,3,20,14,5,Negative,0.38,Wait
L2103,Qualified,E2103,Call,2023-03-29 15:00:00,Opened,11,37,11,17,9,Neutral,0.84,Close
L2104,Qualified,E2104,Email,2023-03-29 16:00:00,Opened,9,37,27,15,4,Negative,0.74,Close
L2105,New,E2105,Meeting,2023-03-29 17:00:00,Opened,1,101,0,8,1,Positive,0.79,Wait
L2106,New,E2106,Demo,2023-03-29 18:00:00,Opened,6,3,20,0,7,Positive,0.22,Email
L2107,New,E2107,Call,2023-03-29 19:00:00,Replied,6,63,16,10,8,Negative,0.65,Call
L2108,Proposal,E2108,Demo,2023-03-29 20:00:00,Opened,10,35,8,8,6,Neutral,0.03,Email
L2109,New,E2109,Demo,2023-03-29 21:00:00,Replied,3,52,22,10,8,Neutral,0.85,Wait
L2110,New,E2110,Call,2023-03-29 22:00:00,Opened,3,87,18,12,3,Positive,0.95,Close
L2111,Qualified,E2111,Call,2023-03-29 23:00:00,Opened,14,28,24,1,6,Negative,0.66,Wait
L2112,New,E2112,Call,2023-03-30 00:00:00,Opened,0,94,17,13,4,Neutral,0.51,Close
L2113,Proposal,E2113,Call,2023-03-30 01:00:00,Opened,12,18,27,5,4,Neutral,0.73,Close
L2114,New,E2114,Meeting,2023-03-30 02:00:00,Replied,1,116,6,7,2,Negative,0.33,Email
L2115,Proposal,E2115,Meeting,2023-03-30 03:00:00,Replied,8,36,8,17,8,Negative,0.63,Email
L2116,New,E2116,Meeting,2023-03-30 04:00:00,Replied,9,33,21,15,9,Neutral,0.72,Wait
L2117,New,E2117,Meeting,2023-03-30 05:00:00,No-show,7,64,25,11,4,Negative,0.14,Call
L2118,New,E2118,Email,2023-03-30 06:00:00,Opened,7,26,20,10,5,Negative,0.14,Email
L2119,New,E2119,Meeting,2023-03-30 07:00:00,Opened,8,48,11,5,2,Negative,0.72,Close
L2120,Proposal,E2120,Call,2023-03-30 08:00:00,Replied,14,40,6,2,9,Neutral,0.43,Wait
L2121,Proposal,E2121,Demo,2023-03-30 09:00:00,No-show,6,17,13,13,6,Positive,0.89,Wait
L2122,Qualified,E2122,Meeting,2023-03-30 10:00:00,Opened,12,40,14,1,8,Negative,0.31,Call
L2123,Proposal,E2123,Email,2023-03-30 11:00:00,Replied,8,7,14,10,8,Neutral,0.04,Wait
L2124,New,E2124,Call,2023-03-30 12:00:00,Opened,9,57,5,2,9,Positive,0.65,Email
L2125,Qualified,E2125,Demo,2023-03-30 13:00:00,Opened,11,8,20,17,9,Neutral,0.68,Close
L2126,Qualified,E2126,Demo,2023-03-30 14:00:00,Replied,1,117,13,0,4,Neutral,0.55,Wait
L2127,Qualified,E2127,Meeting,2023-03-30 15:00:00,Replied,5,56,1,0,6,Neutral,0.68,Wait
L2128,New,E2128,Demo,2023-03-30 16:00:00,Opened,14,31,7,11,2,Positive,0.52,Close
L2129,Proposal,E2129,Meeting,2023-03-30 17:00:00,Opened,2,59,12,14,5,Neutral,0.69,Wait
L2130,New,E2130,Meeting,2023-03-30 18:00:00,Replied,10,58,22,4,7,Positive,0.04,Wait
L2131,Qualified,E2131,Call,2023-03-30 19:00:00,Opened,14,12,5,5,7,Negative,0.37,Call
L2132,New,E2132,Call,2023-03-30 20:00:00,Opened,5,48,4,15,1,Positive,0.21,Email
L2133,New,E2133,Email,2023-03-30 21:00:00,Replied,2,31,4,11,5,Neutral,0.1,Wait
L2134,Proposal,E2134,Call,2023-03-30 22:00:00,Opened,7,108,24,11,6,Positive,0.23,Email
L2135,Proposal,E2135,Call,2023-03-30 23:00:00,Opened,14,83,0,2,6,Neutral,0.19,Call
L2136,Qualified,E2136,Meeting,2023-03-31 00:00:00,No-show,10,63,8,1,2,Negative,0.97,Email
L2137,New,E2137,Call,2023-03-31 01:00:00,Replied,14,74,5,6,8,Positive,0.29,Call
L2138,New,E2138,Meeting,2023-03-31 02:00:00,No-show,12,39,19,1,1,Negative,0.23,Email
L2139,Proposal,E2139,Meeting,2023-03-31 03:00:00,No-show,3,76,25,6,2,Positive,0.83,Email
L2140,New,E2140,Call,2023-03-31 04:00:00,No-show,11,20,29,10,1,Neutral,0.42,Wait
L2141,New,E2141,Email,2023-03-31 05:00:00,Opened,9,101,6,10,8,Positive,0.42,Email
L2142,New,E2142,Email,2023-03-31 06:00:00,Opened,5,48,8,13,3,Negative,0.44,Wait
L2143,Proposal,E2143,Demo,2023-03-31 07:00:00,No-show,14,105,4,2,1,Positive,0.42,Wait
L2144,Qualified,E2144,Demo,2023-03-31 08:00:00,No-show,8,71,13,13,2,Negative,0.33,Email
L2145,Qualified,E2145,Call,2023-03-31 09:00:00,No-show,1,116,4,10,3,Negative,0.29,Wait
L2146,New,E2146,Email,2023-03-31 10:00:00,Opened,1,54,7,3,9,Neutral,0.88,Email
L2147,Qualified,E2147,Meeting,2023-03-31 11:00:00,No-show,6,78,6,16,5,Positive,0.16,Close
L2148,Proposal,E2148,Demo,2023-03-31 12:00:00,No-show,14,75,12,15,4,Negative,0.18,Wait
L2149,Proposal,E2149,Meeting,2023-03-31 13:00:00,Replied,1,71,12,2,2,Neutral,0.57,Close
L2150,Qualified,E2150,Demo,2023-03-31 14:00:00,Replied,1,29,7,9,9,Neutral,0.34,Close
L2151,Qualified,E2151,Call,2023-03-31 15:00:00,Opened,3,74,10,14,7,Neutral,0.42,Wait
L2152,New,E2152,Email,2023-03-31 16:00:00,Replied,8,93,27,7,7,Negative,0.81,Call
L2153,Qualified,E2153,Demo,2023-03-31 17:00:00,Replied,7,73,25,17,6,Positive,0.9,Call
L2154,New,E2154,Email,2023-03-31 18:00:00,Replied,1,100,17,2,2,Negative,0.79,Close
L2155,New,E2155,Meeting,2023-03-31 19:00:00,Opened,7,48,24,6,0,Neutral,0.23,Close
L2156,Proposal,E2156,Call,2023-03-31 20:00:00,Replied,3,74,18,9,4,Negative,0.98,Email
L2157,Proposal,E2157,Email,2023-03-31 21:00:00,Opened,1,83,5,19,0,Negative,0.36,Close
L2158,Proposal,E2158,Call,2023-03-31 22:00:00,No-show,10,56,21,8,5,Neutral,0.17,Wait
L2159,Proposal,E2159,Email,2023-03-31 23:00:00,Replied,9,95,1,13,6,Positive,0.5,Call
L2160,Qualified,E2160,Meeting,2023-04-01 00:00:00,Opened,6,17,27,13,4,Neutral,0.73,Call
